answer_id,visit_id,question_id,campaign_id,project_id,project_name,client_id,client_name,campaign_name,intervention_point_id,route_id,employee_id,employee_name,is_main_employee,workers_assigned_count,employee_active_status,employee_contract_type,employee_address_province,visit_date,visit_time,visit_status,visit_type,is_client_billable,question_name,question_category,question_order,question_is_highlighted,image_associated,question_type,answer,expected_answer,fk_visit_id_valid,fk_question_id_valid,created_at,updated_at_sys
807,135,47,6,4,Proyecto Visibilidad 4,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Visibilidad 4,242,19,24,Sara,true,2,true,,CASTELLON,2026-01-14,16:30:00,INFO,V,true,Resultado de la visita,2.Visita,3,false,false,S,Visita OK,,true,true,2026-01-10,2026-05-18
809,135,46,6,4,Proyecto Visibilidad 4,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Visibilidad 4,242,19,24,Sara,true,2,true,,CASTELLON,2026-01-14,16:30:00,INFO,V,true,Indica de qué marca,1. Visita,2,true,false,M,Strepsils,,true,true,2026-01-10,2026-05-18
831,139,52,6,4,Proyecto Visibilidad 4,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Visibilidad 4,135,20,9,María,true,2,true,PART,CUENCA,2026-01-13,12:15:00,,,true,Indica el nº de facings de Nurofen,2. Visibilidad,8,false,false,T,OK,,true,true,2026-01-12,2026-03-11
882,145,48,6,4,Proyecto Visibilidad 4,2,Pharmakon Consumer Health,Campaña Oct 2025 – Proyecto Visibilidad 4,196,19,24,Sara,true,2,true,,CASTELLON,2026-02-02,08:15:00,INCID,,true,"En caso de hacer una mejora en Nurofen, indícalo",,4,true,false,M,Mejora planograma,Si,true,true,2026-02-02,2026-04-17
931,153,59,7,5,Proyecto Auditoria 5,3,Medicolab Iberia,Campaña Nov 2025 – Proyecto Auditoria 5,102,24,17,Isabel,true,2,true,,SANTA CRUZ DE TENERIFE,,17:00:00,INCID,C,true,Indica de qué marca,1. Visita,4,false,true,M,Gavidigest,,true,true,2026-01-06,2026-03-01
935,154,61,7,5,Proyecto Auditoria 5,3,Medicolab Iberia,Campaña Nov 2025 – Proyecto Auditoria 5,7,23,41,Lucía,true,2,true,TEMP,ÁVILA,2026-02-04,08:45:00,OK,V,false,"En caso de hacer una mejora en Nurofen, indícalo",2. Visibilidad,6,false,true,M,Sacar del cajon,,true,true,2026-02-02,2026-03-22
954,157,60,7,5,Proyecto Auditoria 5,3,Medicolab Iberia,Campaña Nov 2025 – Proyecto Auditoria 5,43,21,44,José,true,2,true,TEMP,BARCELONA,2026-03-29,16:15:00,INCID,,true,Núm. de personas formadas,1. Visita,5,false,false,N,15,,true,true,2026-03-25,2026-05-02
994,165,60,7,5,Proyecto Auditoria 5,3,Medicolab Iberia,Campaña Nov 2025 – Proyecto Auditoria 5,71,25,16,Lucía,true,2,true,INDEF,,2026-03-01,17:00:00,INCID,,,Núm. de personas formadas,1. Visita,5,false,false,N,,No,true,true,2026-02-27,2026-05-16
1011,167,56,7,5,Proyecto Auditoria 5,3,Medicolab Iberia,Campaña Nov 2025 – Proyecto Auditoria 5,88,25,16,Lucía,true,2,true,INDEF,,2026-01-29,10:15:00,INFO,T,true,Indica el nº de facings de Strepsils/Strefen,2. Visibilidad,1,true,false,S,5,,true,true,2026-01-24,2026-03-25
1058,176,59,7,5,Proyecto Auditoria 5,3,Medicolab Iberia,Campaña Nov 2025 – Proyecto Auditoria 5,65,23,41,Lucía,true,2,true,TEMP,ÁVILA,2026-01-09,13:15:00,INCID,V,false,Indica de qué marca,1. Visita,4,false,true,M,Reflex Gel,No,true,true,2026-01-06,2026-03-21
1109,186,65,8,5,Proyecto Auditoria 5,3,Medicolab Iberia,Campaña Oct 2025 – Proyecto Auditoria 5,202,29,8,Carlos,true,2,true,,CASTELLÓN,2026-01-22,12:15:00,INCID,T,false,Que producto en concreto?,1. Visita,2,false,true,T,Titular disponible,,true,true,2026-01-17,2026-04-21
1130,195,66,8,5,Proyecto Auditoria 5,3,Medicolab Iberia,Campaña Oct 2025 – Proyecto Auditoria 5,199,27,37,Javier,true,2,true,INDEF,A CORUÑA,2026-02-25,12:45:00,INCID,,true,Núm. Total de trabajadores de farmacia,1. Visita,3,false,false,N,90,Si,true,true,2026-02-22,2026-04-25
1137,198,64,8,5,Proyecto Auditoria 5,3,Medicolab Iberia,Campaña Oct 2025 – Proyecto Auditoria 5,131,27,37,Javier,true,2,true,INDEF,A CORUÑA,2026-01-04,15:30:00,INCID,T,false,"En caso de hacer una mejora en Strepsils/Strefen, indícalo",2. Visibilidad,1,false,false,M,Mejora altura,Si,true,true,2026-01-01,2026-05-08
1164,211,64,8,5,Proyecto Auditoria 5,3,Medicolab Iberia,Campaña Oct 2025 – Proyecto Auditoria 5,184,29,8,Carlos,true,2,true,,CASTELLÓN,2026-01-31,19:30:00,INCID,T,true,"En caso de hacer una mejora en Strepsils/Strefen, indícalo",2. Visibilidad,1,false,false,M,Segundo espacio,,true,true,2026-01-30,2026-03-16
1205,227,87,11,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Oct 2025 – Proyecto Sell-In 7,154,33,40,Claudia,true,2,true,PART,MADRID,2026-02-08,09:15:00,INCID,,true,Resultado de la formación,1. Visita,3,true,false,S,Formación OK,,true,true,2026-02-04,2026-05-15
1228,231,85,11,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Oct 2025 – Proyecto Sell-In 7,148,38,40,Claudia,true,2,true,PART,MADRID,2026-01-18,11:45:00,INFO,C,true,"En caso de hacer una mejora en Gaviscon, indícalo",2. Visibilidad,1,false,false,M,Segundo espacio,,true,true,2026-01-15,2026-05-14
1302,247,93,12,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Jan 2026 – Proyecto Sell-In 7,9,40,35,Miguel,true,2,true,TEMP,"RIOJA, LA",2026-02-06,11:00:00,INCID,V,true,Cargo de la persona formada,1. Visita,1,false,true,S,Auxiliar,No,true,true,2026-02-01,2026-04-13
1337,254,97,12,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Jan 2026 – Proyecto Sell-In 7,193,41,31,Isabel,true,2,true,PART,CASTELLON,2026-02-01,16:45:00,INCID,T,true,"En caso de hacer una mejora en Gaviscon, indícalo",2. Visibilidad,5,false,false,M,Mejora altura,No,true,true,2026-01-30,2026-04-06
1410,272,98,12,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Jan 2026 – Proyecto Sell-In 7,19,41,31,Isabel,true,2,true,PART,CASTELLON,2026-02-12,,INFO,V,false,Indica el nº de facings de Strepsils/Strefen,2. Visibilidad,6,false,false,S,"0, No lo trabajan",Si,true,true,2026-02-09,2026-05-03
1439,278,93,12,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Jan 2026 – Proyecto Sell-In 7,102,39,17,Isabel,true,2,true,,SANTA CRUZ DE TENERIFE,2026-01-23,19:15:00,INCID,V,false,Cargo de la persona formada,1. Visita,1,false,true,S,Otro,,true,true,2026-01-21,2026-04-18
1441,278,98,12,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Jan 2026 – Proyecto Sell-In 7,102,39,17,Isabel,true,2,true,,SANTA CRUZ DE TENERIFE,2026-01-23,19:15:00,INCID,V,false,Indica el nº de facings de Strepsils/Strefen,2. Visibilidad,6,false,false,S,9,,true,true,2026-01-21,2026-04-18
1444,279,95,12,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Jan 2026 – Proyecto Sell-In 7,167,40,35,Miguel,true,2,true,TEMP,"RIOJA, LA",2026-02-06,12:00:00,OK,T,false,Nombre de la persona formada,1. Visita,3,false,false,T,OK,Si,true,true,2026-02-02,2026-04-02
1448,279,94,12,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Jan 2026 – Proyecto Sell-In 7,167,40,35,Miguel,true,2,true,TEMP,"RIOJA, LA",2026-02-06,12:00:00,OK,T,false,Tipo de farmacia,1. Visita,2,false,false,S,Farmacia blanca,,true,true,2026-02-02,2026-04-02
1449,280,93,12,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Jan 2026 – Proyecto Sell-In 7,8,40,35,Miguel,true,2,true,TEMP,"RIOJA, LA",2026-02-04,18:30:00,INFO,,true,Cargo de la persona formada,1. Visita,1,false,true,S,Titular,,true,true,2026-02-04,2026-03-03
1463,282,94,12,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Jan 2026 – Proyecto Sell-In 7,39,40,35,Miguel,true,2,true,TEMP,"RIOJA, LA",2026-02-17,08:15:00,,T,false,Tipo de farmacia,1. Visita,2,false,false,S,Farmacia orientada dermo,No,true,true,2026-02-13,2026-04-08
1497,288,99,13,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Nov 2025 – Proyecto Sell-In 7,119,43,19,Isabel,true,2,true,,CANILLO,2026-01-11,,INCID,,false,Resultado de la formación,1. Visita,1,false,true,S,No es una farmacia,,true,true,2026-01-09,2026-02-13
1532,297,105,13,7,Proyecto Sell-In 7,5,Salutis Consumer España,Campaña Nov 2025 – Proyecto Sell-In 7,218,44,19,Isabel,true,2,true,,CANILLO,2026-01-05,16:45:00,INCID,C,true,"En caso de hacer una mejora en Gaviscon, indícalo",2. Visibilidad,,false,false,M,Ampliar facings,,true,true,2026-01-04,2026-03-22
1575,305,112,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,223,46,15,Miguel,true,2,true,INDEF,LUGO,2026-03-15,16:00:00,INFO,,false,La farmacia quiere realizar pedido,1. Visita,6,false,true,S,No,,true,true,2026-03-11,2026-04-17
1584,307,107,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,154,48,33,Laura,true,2,true,INDEF,GRANADA,2026-04-17,12:00:00,INFO,,true,Indica el nº de facings de Reflex Gel,2. Visibilidad,1,true,true,T,Sin comentarios,,true,true,2026-04-15,2026-05-16
1609,312,110,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,72,47,22,José,true,2,true,,PORTALEGRE,2026-05-11,12:15:00,INCID,,false,"En caso de hacer una mejora en Gaviscon, indícalo",2. Visibilidad,4,false,false,M,Sacar del cajon,,true,true,2026-05-09,2026-05-11
1618,314,111,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,88,48,33,Laura,true,2,true,INDEF,GRANADA,2026-03-28,10:00:00,INCID,,false,Indica el nº de facings de Nurofen,2. Visibilidad,5,false,false,S,9,,true,true,2026-03-23,2026-04-28
1657,322,108,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,126,48,33,Laura,true,2,true,INDEF,GRANADA,2026-03-02,11:00:00,INCID,,false,"En caso de hacer una mejora en Strepsils/Strefen, indícalo",2. Visibilidad,2,false,false,M,Mejora planograma,Si,true,true,2026-03-02,2026-03-25
1674,327,109,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,242,47,22,José,true,2,true,,PORTALEGRE,2026-05-19,,INCID,T,true,CONTACTO VISITA,1.Info,3,true,false,T,OK,,true,true,2026-05-19,2026-05-19
1681,329,112,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,30,45,9,María,true,2,true,PART,CUENCA,2026-02-21,09:00:00,INCID,,true,La farmacia quiere realizar pedido,1. Visita,6,false,true,S,No,,true,true,2026-02-16,2026-03-20
1704,333,112,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,71,46,15,Miguel,true,2,true,INDEF,LUGO,2026-03-05,12:15:00,INFO,T,,La farmacia quiere realizar pedido,1. Visita,6,false,true,S,No,,true,true,2026-03-04,2026-05-05
1721,337,111,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,123,45,9,María,true,2,true,PART,CUENCA,2026-03-19,08:00:00,INCID,,,Indica el nº de facings de Nurofen,2. Visibilidad,5,false,false,S,3,Si,true,true,2026-03-14,2026-05-08
1742,342,111,14,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Feb 2026 – Proyecto Visibilidad 8,228,48,33,Laura,true,2,true,INDEF,GRANADA,2026-04-11,11:15:00,,,true,Indica el nº de facings de Nurofen,2. Visibilidad,5,false,false,S,10 o mas,,true,true,2026-04-08,2026-05-08
1764,347,117,15,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Jan 2026 – Proyecto Visibilidad 8,45,49,42,Lucía,true,2,true,INDEF,CUENCA,2026-05-06,17:30:00,INCID,,true,¿Se ha realizado toda la instalación del vinilo a medida?,2.Visita,5,true,false,S,Si,Si,true,true,2026-05-04,2026-05-08
1826,359,118,15,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Jan 2026 – Proyecto Visibilidad 8,48,49,42,Lucía,true,2,true,INDEF,CUENCA,2026-03-04,13:00:00,INCID,C,true,Indica tiempo de la formación (en min),,6,false,false,N,3,,true,true,2026-03-04,2026-03-16
1875,368,118,15,8,Proyecto Visibilidad 8,5,Salutis Consumer España,Campaña Jan 2026 – Proyecto Visibilidad 8,104,49,42,Lucía,true,2,true,INDEF,CUENCA,2026-05-02,,INCID,C,false,Indica tiempo de la formación (en min),,6,false,false,N,90,,true,true,2026-05-01,2026-05-03
